COMPANY_NAME,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3
EVONIK SERVICIOS S.A. DE C.V.,111323.45,146544.15,136608.07,215201.97,118937.28,224460.64,203353.28,202044.46,120910.24,169249.35,156586.44
SHIMADZU MEDICAL SYSTEMS (OCEANIA) PTY LIMITED,139687.87,206683.12,189130.38,152307.31,185243.78,115834.11,178186.81,156346.44,154110.29,104049.37,193462.67
"G W PEOPLES CONTRACTING CO , INC",128863.67,132621.18,136026.3,187762.76,99297.4,177067.16,219096.01,261278.36,133781.08,145409.85,136293.37
WATER.ORG,133296.26,140899.54,123747.26,164568.42,181003.15,123009.58,197485.51,224892.64,186091.07,213082.62,222132.76
PLB INTERNATIONAL INC,211394.97,114685.95,167613.41,200093.52,138238.32,164991.07,152114.38,140492.95,184130.91,215371.01,227719.56
AXIS COMMUNICATIONS (UK) LTD,123270.05,157539.19,154177.37,201741.23,156274.33,171312.91,158003.76,177503.93,173085.34,192571.03,178503.25
NETWORK DATA SYSTEMS,91862.62,214398.66,173656.42,168786.8,183425.37,198718.92,168721.51,188382.24,83995.74,105092,118742.39
"INTERISE, INC.",26041.98,140848.71,199068.59,221743.07,63567.03,216386.94,265515.89,271030.04,67710.24,280345.34,320161.31
"DIVX, LLC",186831.69,156898.06,181855.46,97684.51,177275.12,153716.54,133159.6,194467.59,189727.65,200475.72,199613.57
UMWA HEALTH AND RETIREMENT,128087.46,181662.25,193098.8,241397.08,139492.14,181345.33,134354.34,169526.98,102157.24,111495.71,91361.44
"HILITE INDUSTRIES, INC.",221706.13,182104.13,135022.12,130378.37,174383.44,134775.52,180054.46,164521.04,147571.52,156973.77,124323.35
FIIG SECURITIES,142287.5,188774.66,198802.44,153448.26,119225.86,153926.86,131076.63,180319.44,202528.82,142096.87,136558.4
"CARLOS ROSARIO INTERNATIONAL PUBLIC CHARTER SCHOOL, INC.",91148.14,134287.42,101324.81,150105.63,179929.33,217266.7,242455.23,192558.15,161087.94,188597.4,166357.66
"ELK COVE VINEYARDS, INC.",207721.32,179183.98,87091.9,231201.74,136870.06,280561.83,95629.65,42520.27,208794.09,45755.44,28202.87
ASSEMBLEON AMERICA INC,176568.16,146269.39,148953.77,155306.3,166485.77,181042.22,182716.29,148237.66,163390.24,138277.86,166407.03
ALLTECH CANADA INC,162643.44,175121.75,128165,156600.39,148200.03,188227.51,160309.65,165350.32,184003.3,234806.64,148258.38
"DIGITAL CONTROL, INC.",127454.69,205694.73,158690.94,179430.1,150695.87,163757.85,137725.51,157452.36,187583.52,226368.3,202925.68
ENERGOUS,57445.81,129218.86,110412.54,238396.37,161222.59,192575.78,141931.57,248237.69,188637.4,152560.8,151610.27
RINGERS TECHNOLOGIES LLC,115984.79,110905.02,120746.71,141300.06,163896.33,219029.27,170436.95,180852.43,244561.15,232868.5,232910.85
ANGEL ISLAND CAPITAL,155296.15,193391.16,152226.46,159347.52,159159.48,255677.75,102268.52,159263.74,130399.7,221948.69,192578.38
DEXERIALS AMERICA CORPORATION,151652.68,179465.37,156792.65,169207.61,141388.26,187838.71,176193.15,152040.34,152189.41,149374.57,158517.68
GULF WINDS INTERNATIONAL,186679.22,241236.6,172923.09,192398.07,113338.78,137713.8,119589.88,144904.59,156067.3,115802.71,93912.12
ABITEC CORPORATION,139530.05,145155.85,163302.03,154999.37,139507.24,158365.93,252443.8,168827.12,142607.67,165915.4,252853.39
"ROLLPRINT PACKAGING PRODUCTS, INC.",187414.43,140203.81,147966.75,162809.09,141161.27,183010.74,153347.09,190756.94,157834.76,170698.89,168876.45
GODFREY HIRST,159332.72,157933,144078.49,158599.89,160658.08,151677.59,184934.62,151458.63,195815.07,153328.15,148150.48
INTEREX CORP,133166.21,124718.04,110808.62,186420.33,167188.53,172518.95,170315.7,213101.98,184693,107310.32,156363.73
QUEENSLAND SUGAR LIMITED,196134.2,173241.6,149448.95,164330.06,142592.2,158328.55,153468.2,169592.69,155045.71,159975.9,134623.07
"INDEPENDENT PORTFOLIO CONSULTANTS, INC.",180183.3,389876.3,215747.24,155266.9,72568.12,98227.93,136606.27,119681.2,93872.45,63601.39,26937.8
TRADITIONS MANAGEMENT,158063.58,179544.46,159409.92,169793.8,154116.88,157361.86,180319.79,151441.92,151111.88,227294.43,153439.95
BLUESPIRE STRATEGIC MARKETING,86522.09,139677.82,201629.05,128534.08,99578.99,83593.33,346313.98,239589.93,135173.93,156128.72,167067.98
"ABLENET, INC.",142799.1,126968.81,134996.32,215964.81,138010.65,133097.51,159603.68,237660.31,168871.15,159406.36,225006.43
SWANK MOTION PICTURES INC,217470.48,198846.97,191470.9,109667.46,119422.02,179937.86,134389.62,147416.89,159314.7,89931.71,86408.68
"IMAGINE HEALTH, INC.",240215.57,186663.96,162816.55,184896.73,156712.75,155659.97,130571.15,117116.1,122982.17,126078.59,155887.85
AMERICAN MITSUBA CORPORATION,116329.33,154596.17,136292.83,147035.4,200272.89,176451.32,169884.97,199090.94,156976.04,209125.51,167659.12
"FIBERLIGHT, LLC",152300.34,133865.83,137256.59,141615.65,136100.35,182116.53,199594.69,174091.79,198034.77,233087.9,190331.63
"TYR SPORT, INC.",149088.76,175531.78,168455.88,168159.47,119480.86,164683.98,156316.29,235997.58,117131.8,178130.67,130137.62
NEXT STREET,198118.9,186178.84,208600.4,219352.44,122885.4,152013.47,103353.69,131832.33,131507.96,150060.96,137188.03
BLUE HEALTH INTELLIGENCE,198027.31,171425.28,101379.96,124756.58,157053.75,136676.19,104036.36,166810.82,293066.06,337870.45,214855.5
BLUE SPARK ENERGY INC.,164398.16,204789.1,155987.49,210127.76,206778.8,171605.2,130936.63,127546.07,80886.17,109227.46,58461.44
"WATERTECTONICS, INC.",133631.16,273055.22,376151.67,179155.07,89011.12,50842.35,116746.33,123621.43,109971.5,93459.72,79265.24
TIER 1 ENERGY SERVICES INC,153557.01,77011.33,175835.94,205421.5,166274.44,159184.84,135263.48,175979.01,202275.59,197583.7,253369.45
ELAN-POLO INC,181790.23,212533.5,192590.42,164407.15,149902.01,137071.18,131788.14,134369.96,146340.05,126601.61,127994.5
SUPERIOR GRAPHITE CO,224747.81,225720.32,164126.27,162566.25,121535.09,132254.75,127121.6,145211.57,147467.74,164523.01,147796.3
COMILOG FAR EAST DEVELOPMENT CO. LTD,159820.78,219394.5,164473.84,184585.82,154410.29,163956.41,143189.36,139503.42,120835.51,125756.94,134675.34
"MEYERS RESEARCH, LLC",162561.39,127785.35,130909.23,139023.57,177752.49,176466.39,192813.48,156982.66,185236.87,173063.99,152568.69
KIMBO S.P.A.,126009.56,146345.13,136220.87,191480.52,172603.04,189691.89,152112.29,163189.83,170617.09,178562.17,148218.09
UNITED STATES ANTI-DOPING AGENCY,102565.68,154468.36,156425.33,161737.26,176702.65,138898.07,181997,229258.32,145983.89,174534.2,86022.63
ROSS CONTROLS,115261,164850.03,165492.01,207985.11,148506.96,180901.95,162169.09,171995.31,130848.11,171825.11,157882.06
HANDI-FOIL CORP.,135607.82,256801.79,104768.09,139006.02,249581.86,120661.04,130811.09,246326.84,64421.06,131303.48,79591.94
FUEL MEDICAL,109029.67,134204.43,158283.1,164993.56,134645.54,190846.43,173055.07,231549.08,149721.34,243449.47,187168.56
HEALTHCARE REGIONAL MARKETING,123962.5,126259.38,145700.25,119737.73,144299.35,139765.36,195075.29,228524.88,222857.97,211985.23,261392.59
"EKS GROUP, LLC",166119.43,92278.21,142359.51,171059.15,140500.18,154704.09,217063.67,297174.73,64644.51,306312.82,367342.29
MARQUETTE GROUP,147959.29,162018.3,132207.56,154581.7,207714.59,140724.38,222826,102108.66,175690.76,69605.01,104740.56
UNIVERSUM,149043.34,134301.74,126184.54,139045.26,183545.06,187350.22,240682.54,158803.38,126341.81,194784.12,148214.57
DEMME LEARNING,123467.11,213118.65,163202.59,155442.78,107465.52,168122.31,174622.8,137983.82,201145.88,219723.64,188775.84
"SOUTHERN FIRST BANCSHARES, INC.",125215.75,148285.54,166148.44,142510.81,142379.33,186582.43,152275.63,200961.68,180180.46,233521,195786.12
CAFE VENTURE,106067.74,128707.96,155529.16,162209.53,165244.7,211169.69,222729.04,144188.57,147964.7,168176.35,207033.11
"MISSION1ST GROUP, INC",114838.13,148315.05,145237.19,222773.89,168767.96,145245.21,152211.7,164695.73,181276.58,248489.02,298271.78
"CORPORATIVO GRUPO TAMPICO, S.A. DE C.V.",190359.92,180323.26,219647.8,198568.39,135406.03,168777.61,162430.48,116205.12,70828.1,98785.69,127381.95
NIKON AUSTRALIA PTY LTD,170231.91,181738.39,170232.4,179323.91,210227.81,111865.42,155924.99,146975,115870.12,244482.78,163542.15
TRICORE SOLUTIONS,147574.69,161167.58,134501.58,141758.18,159725.33,211631.02,161117.95,172885.34,151308.27,150408.73,161403.68
"ROOT CAPITAL, INC.",114679.9,180366.14,191151.3,345648.08,152111.53,131247.06,112315.42,138298.51,75760.67,93717.42,78405.54
365 OPERATING COMPANY LLC,237989.01,183652.97,178863.76,166304.18,189381.8,161124.91,105623,131829.55,85812.13,82477.64,86481.62
ANDREWS FEDERAL CREDIT UNION,159439.01,200574.92,115921.08,143987.09,147975.16,199499.97,146652.08,178904.25,147411.61,237277.58,155686.81
"FREDMAN BROS. FURNITURE COMPANY, INC.",121443.87,138942.2,142087.34,135623.18,183547.87,194031.02,176694.11,160102.11,187673.71,171059.46,185237.26
"PARKER SCHOOL UNIFORMS, LLC",99568.09,84712.99,150378.36,241867.48,108100.31,107605.7,175766.3,258305.93,211880.6,136357.53,154186.63
BIO SPRINGER,91075.13,111099.19,146993.48,192056.2,133171.51,169126.99,224170.2,199818.69,170236.47,169530.24,176599.06
"COMPREHENSIVE SOFTWARE SYSTEMS, LLC DBA TALISYS",182671.74,247098.73,167109.51,192104.85,132509.71,160819,102486.93,123052.84,129690.2,136448.37,85139.85
SSR MINING INC,156665.51,178436.68,144466.33,206225.33,136899.14,148562.34,118588.6,209248.83,138299.15,150559.95,161420.1
CRAIG MANUFACTURING LTD,156423.86,210476.21,185464.35,172899.66,179790.33,144263.39,141251.85,124937.36,121203.51,115737.94,93726.61
CASHSTAR,115840.03,138254.38,134987.27,191441.21,131686,178015.5,150346.84,177603.59,214771.49,186939.82,426131.52
NONPROFIT FINANCE FUND,145697.93,128019.86,132796.61,182213.01,162498.48,169052.7,162240.93,193606.02,155686.44,196758.99,224132.89
NEXEN PETROLEUM U.S.A. INC,182742.1,169243.6,118327.15,154655.08,142045.02,160320.58,127728.18,189809.26,186287.38,154192.76,149831.75
PEEL HUNT LLP,134106.53,168577.72,126887.51,182643.84,138736,142835.68,145172.76,209447.26,182340.81,198146.96,146621.29
SS8 NETWORKS,191823.91,181387.03,120073.02,163428.77,143578.3,124906.77,166698.38,198337.72,140163.07,158160.7,142146.13
SHAYLOR GROUP PLC,147653.46,166891.1,159360.32,185305.3,127187.58,121357.6,199058.01,178294.08,144054.08,150096.28,170316.15
"U.S PIPE FABRICATION, LLC.",141058.1,244448.06,243666.97,218642.4,126034.76,159021.98,125805.9,89866.36,79813.57,77093.54,67859.37
DAILYMOTION,169387.34,125775.2,149450.8,147212.32,170691.57,180553.11,137823.79,160328.67,186921.37,140261.3,162918.36
SMARTSHIFT TECHNOLOGIES INC,39413,249397.9,278719.9,236349.52,194438.4,135816.05,118287.27,85902.85,89214.79,67730.54,89001.09
ECR SOFTWARE CORPORATION,119317,180336.63,150711.01,144590.91,152004.7,155331.39,171042.47,185197.38,167702.32,161470.21,179653.53
"MTS SERVICES, INC.",148917.06,201436.25,181087,174031.72,134430.23,136643.09,138319.47,143099.31,163879.31,138620.58,80468.21
PEDIATRIC ASSOCIATES PA,137597.49,164850.12,127714.85,110529.87,129355.53,167170.32,176297.35,196520.52,211566.86,292427.5,190277.94
"ACCURIDE INTERNATIONAL, INC.",123714.22,108291.26,143688.65,167004.18,133154.56,180236.59,168438.02,214996.76,181549.4,187542.68,212968.54
GRAMEEN FOUNDATION USA,195336.69,192009.85,163513.54,244339.57,174123.72,121255.07,108602.21,106301.24,115439.96,107132.6,91399.1
NOBLE CONSULTING SERVICES INC,164540.25,224032.99,241220.58,153582.85,107224.14,168344.7,165341.59,137586.58,58371.25,227691.46,226807.31
SMARTFOCUS HOLDINGS LIMITED,108746.65,148650.89,143729.67,178057.31,176811.02,186182.65,191756.09,145591.6,140475.31,42501.51,57340.11
"IMPACT FLUID SOLUTIONS, LLC",217209.63,144759.2,215577.77,145802.89,109229.72,104807.5,139103.25,168344.53,175000.15,200904.54,198742.49
"SMC NETWORKS, INC.",146078.18,186821.75,146752.67,160213.85,161275.02,187202.42,132473.55,168551.76,129383.72,113130.85,118365.3
HARTING,118862.98,139175.73,106560.43,164663.05,169429.29,194559.18,177847.63,176801.72,170241.57,171454.64,189875.33
"NATIONAL ASSOCIATION OF CHAIN DRUG STORES, INC.",127212.27,150459.12,135803.93,163272.75,158790.53,165434.6,222683.49,165480.13,128786.39,151337.31,169147.03
"IMCMV HOLDINGS, INC",110867.76,173336.75,124669.25,145143.47,193843.17,172397.18,172920.55,166845.78,157687.26,169617.88,143115.07
HEINE USA LTD,104082.89,177061.28,135653.12,159032.51,143220.3,188272.04,148613.3,212068.49,149309.76,175685.65,129543.91
"VOSS DISTRIBUTING, L.L.C.",129012.99,149315.17,111244.45,159148.6,184956.99,179249.59,180151.82,152279.62,169093.8,152796.91,101100.12
KEEP AMERICA BEAUTIFUL,238470.68,97747.02,115596.91,83105.98,268211.78,74924.4,98878.19,172900.48,264507.35,75314.62,94375.05
CHILDREN'S SPECIALIZED HOSPITAL,139469.55,202659.95,141987.24,180195.77,133879.33,177790.78,129493.87,169043.06,139367.28,185685.95,138454.18
VYGON CORPORATION,125760.65,149428.5,150146.74,207520.79,120607.05,166373.38,153222.17,206240.98,132471.74,171188.06,171833.32
"ACCURATE BACKGROUND, INC.",130055.65,188997.95,184411.89,175970.83,82595.24,136263.72,158864.39,184956.27,169651.03,214929.35,190894.46
BURGER MAKER CO INC,155928.85,167422.95,133204.28,142485.05,117245.85,159823.11,175383.17,156384.38,202781.33,172711.74,121159.19
ETHERTRONICS,138910.16,129497.66,174316.27,150122.96,176093.31,148595.13,155492.81,160634.4,176878.06,175918.2,123361.44
INTERNATIONAL MOTORS LIMITED,266682.26,128654.08,168015.09,168702.36,118697.68,151007.4,154959.2,125810.32,127881.94,134003.63,113468.96
"PROPATH SERVICES, LLC",151784.21,179079.37,127334.42,137935.09,158822.46,159372.6,166168.99,148347.62,181253.58,145043.39,186771.24
DAYTON ROGERS,198285.24,249819.06,140953.31,86946.98,102289.97,137603.94,163148.11,169887.22,160372.65,193791.63,141381.98
"EDUCATIONAL MANAGEMENT CORPORATION, INC. D/B/A HARRISON COLLEGE",174334.46,163444.67,165111.12,163324.69,135078.13,170108.97,133708.2,180778.82,122966.72,133216.43,95383.88
"KOLLECTIVE TECHNOLOGY, INC. (US)",191361.82,145317.41,104375,153582.71,171525.19,128135.4,153416.48,200796.63,160057.97,121361.45,194987.08
"TWB COMPANY, LLC",88897.15,99468.9,133928.1,160006.28,163500.83,202180.77,212975.48,203188.95,143976.97,216093.66,206313.38
LEBHAR FRIEDMAN,98112.09,197322.69,174302.5,186790.04,150410.16,190802.93,127292.85,123655.98,158569.51,149139.48,131641.72
TELEREAL TRILLIUM LTD.,216720.33,179247.83,180444.36,241417.32,201935.9,120049.7,76010.3,103772.34,87533.23,70777.85,76894.84
FAYEZ SAROFIM &AMP; CO.,166485.64,134495.72,209586.75,184804.91,138938.59,153163.36,103133.63,187727.09,128740,130956.33,132847.52
"CODE 3, INC.",246553.76,172190.13,159633.78,151579.9,169461.94,151403.48,117284.03,107485.65,130959.26,126085.3,145929.44
FULL SAIL BREWING COMPANY,108277.72,103942.14,113009.88,151249.18,180436.97,222323.57,191559.21,184134.86,151009.73,194348.02,171259.09
"ELIZABETH ARDEN SPAS, INC",166468.46,141227.87,157042.05,171251.42,173069.73,202378.06,139099.67,135217.8,118536.31,124238.12,132065.41
SMITH POWER PRODUCTS INC.,177327.1,164341.94,160036.79,155826.55,148778.15,140018.69,140662.09,153665.45,163597.36,148008.35,134326.32
RATHGIBSON LLC,169114.06,190107.03,148654.17,142507.05,214608.59,144673.35,136875.61,114837.2,142358.81,160336.92,192471.5
OXFAM AUSTRALIA,105700.29,188420.13,150670.85,127048.99,169752.4,129795.3,164349.91,146355.75,221467.11,113258.73,126120.24
DIGITAL DOC,187020.93,180859.51,167124.65,158239.44,164796.75,163943.57,145284.45,122701.57,112955.82,158037.62,119000.01
UNITED WAY OF METROPOLITAN DALLAS,166696.51,103661.34,133031.22,149468.37,135817.32,190230.38,126251.39,184092.3,213438.69,196249.16,160420.33
"BAYWA R.E. SOLAR PROJECTS, LLC.",82890.6,141828.78,149954.62,120551.53,194355.65,181895.09,108355.92,221930.2,200723.44,166730.52,230818.18
CLUTTONS LLP,189639.23,148235.77,150551.67,168839.99,154762.94,178915.3,142770.62,139512.48,129093.54,154370.35,145767.26
D4D TECHNOLOGIES,142718.32,148511.41,147255.03,322172.78,179844.41,100071.88,139238.89,143768.91,78377.24,245623.3,309641.39
EXEC-COMM LLC_US,106412.28,151509,195611.61,244668.41,96112.66,188039.32,146367.09,150255.8,122168.39,171128.91,117358.88
"COMLUX AMERICA, LLC",167659.49,189734.76,228486.69,169705.95,127919.44,135825.66,143064.11,167594.01,71106.44,127552.5,61182.12
MISSION CAPITAL ADVISORS,139107.07,169807.16,110698.97,130211.95,161540.66,176988.06,140345.37,204431.61,166606.08,154259.5,134862.97
THE WILL-BURT COMPANY,176752.14,246595.28,146090.59,101586.73,128692.62,185541.06,127585.4,162771.88,123097.2,187381.5,179411.25
DOMINION BIOLOGICALS LIMITED,153896.87,160657.83,150728.53,170911.53,185235.42,180669.07,117947.92,156505.23,122099.16,122081.95,104336.56
GREAT LAKES BREWING CO,72766.97,171251.21,180356.54,168947.98,125270.88,171496.16,156638.11,182150.81,166018.1,208921.79,177201.1
GEHRING GROUP,94600.91,132479.29,164208.36,121226.01,188980.47,163099.01,116581.26,178873.51,233738.41,78228.64,230475.16
"MYOKARDIA, INC.",119580.8,104620.13,112344.43,173949.19,130981.76,200008.78,164725.92,204391.81,182670.39,213059.99,195467.3
"STAUBLI ELECTRICAL CONNECTORS, INC",81402.96,152598.37,184527.83,169461.93,143502.94,188139.19,180241.86,166673.77,126691.25,193464.38,183554.15
THE ADOLESCENT & CHILDRENS TRUST,167164.12,167976.84,156913.57,157994.81,134510.69,123615.69,186349.67,162949.45,135328.12,164820.75,207326.49
DMG INFORMATION,222680.46,222225.15,194796.61,169608.05,117692.48,169965.81,31467.15,94777.52,169586.5,97161.75,81076.91
NAVITAS USA HOLDINGS LLC,156891,220486.92,147181.1,198089.16,146060.57,148600.65,86194.9,191456.67,96713.27,142393.65,3036.03
"COOPERRIIS, INC.",150623.27,154251.56,159936.01,164006.73,164720.03,158074.54,134300.9,163606.03,141710.51,149033.26,148417.65
TEMPTIME,78749.51,245201.45,283020.69,186553.85,85224.73,184680.37,86487.55,152523.27,87026.38,277930.04,105534.6
"GLENROY, INCORPORATED",126908.02,198487.47,126109.75,142720.77,143023.21,162288.86,167883.67,154316.44,166227.11,182281.62,188749.92
ZGS COMMUNICATIONS INC. AKA ZGS BROADCASTING HOLDINGS INC,149722.66,173180.16,130904.4,198640.41,95673.27,162562.81,159131.91,184093.81,133616.53,151773.28,172274.55
"UNFI CANADA, INC",156947.83,222632.13,190235.46,171919.63,136507.96,142779.21,111582.8,128989.46,125768.03,148308.92,127672.44
CAESARSTONE US,93533.98,110102.41,111807.74,140373.19,131900.82,186883.42,192147,223411.89,196805.93,289948.3,297640.65
"REVOLT MEDIA AND TV, LLC",177881.31,173038.15,130202.71,162690.76,116288.57,147183.23,161944.6,190458.41,126814.73,185509.76,147146.29
PANDORA JEWELRY PTY LTD,51961.63,140652.73,141841.44,159292.93,161765.08,160915.3,172079.91,224443.82,171865.07,198664.56,225320.23
IKONICS CORPORATION,138939.52,162719.86,159524.16,152552.55,145294.19,158444,136033.48,164511.46,166180.76,148737.91,157200.4
"STARK AEROSPACE, INC.",179108.62,176863.03,190639.21,135466.4,131720.32,187504.01,103625.07,141197.7,137410.61,137608.65,115257.61
LEVIN GROUP INC,212877.47,237816.57,120614.14,141971.89,138120.15,147097.49,117023.16,121763.64,144507.21,121454.01,94764.89
TRIANGLE CAPITAL CORPORATION,122252.05,153068.68,196336.19,148473.9,151851.41,161602.02,107269.63,182462.27,158366.14,87636.17,169290.42
AMERICAN COLLEGE OF CARDIOLOGY,198972.42,143816.32,92057.56,181434.23,87990.86,279474.08,115584.35,154981.29,127266.89,242079.08,270486.74
A.J. ANTUNES & CO,127055.96,138260.08,116002.86,160403.86,138964.49,203295.47,152421.43,172759.25,172095.29,173877.1,155333.85
PEAK HEALTH SOLUTIONS,136116.07,191409.65,208225.66,275026.7,141274.68,190973.43,113746.55,95579.42,28860.46,25724.23,32293.83
ELASTIC PATH SOFTWARE INC,176384.01,170175.96,116340.24,142787.94,137875.18,143418.4,198418.94,148987.27,146342.2,151770.08,189360.26
ALTURA COMMUNICATIONS,133594.8,183924.33,170307.05,192362.7,137788.89,152762.73,152928.3,153618.88,102908.6,84540.24,84240.25
ENGIS CORPORATION,177994.52,149816.61,122868.09,211280.88,138498.3,124055.19,173344.78,146986.58,134846.36,119711.96,111047.33
CRUM AND FORSTER HOLDINGS CORP,141947.89,138504.12,110663.46,136492.99,144478.3,240507.19,136682.32,143773.32,186091.81,272563.7,189789.01
EMPOWERMX,150967.88,150750.33,128359.53,131462.18,152914.66,159156.66,128387.61,185997.18,190902.1,151717.1,150139.32
JONES STEPHENS CORP.,171273.92,170178.59,153090.65,195960.46,138209.07,141566.84,140138.93,136872.71,129672.02,164536.53,141525.33
KRYTON INTERNATIONAL INC,309627.7,140172.78,113487.9,125691.25,143311.77,148568.69,103195.64,161556.44,131142.62,119103.03,106851.21
CORTEC CORPORATION,132446.64,150820.89,126210.34,159863.73,158483.26,153045.95,151873.48,186381.41,156960.12,209784.08,168185.92
C-P FLEXIBLE PACKAGING,79705.74,148495.06,159101.79,209887.98,229712.83,174682.41,138251.13,105226.08,130963.03,116556.82,85393.13
"APPLIED VOICE & SPEECH TECHNOLOGIES, INC.",148575.29,148109.32,141846.33,152343.81,161219.65,145328.47,137089.13,155966.37,184960.51,182042.24,170171.71
JACKMAN REINVENTION INC.,98948.85,111565.65,153589.38,187962.81,207882.39,162751.5,128631.34,174295.87,148984.67,143621.89,114070.84
NEXTDC LIMITED,127040.92,119043.06,198138.71,101982.09,151743.69,345238.8,107468.04,117534.77,106203.36,256840.01,126417.21
GNS HEALTHCARE,209853.7,190477.15,181273.34,162860.66,117140.06,97007.44,114410.37,112877.4,187635.35,408892.77,125345.39
"PRAYON, INC",121387.29,126140.17,146863.4,196651.11,175989.86,113800.69,159738.76,154532.45,178085.05,158006.7,121754.51
"DYSIS MEDICAL, INC",92275.37,155603.2,140764.9,169777.49,131620.18,185365.48,166527.14,166686.43,164408.81,142584.9,80047.28
FLEET ADVANTAGE,164120.9,176966.61,168852.94,160094.8,147608.7,172487.71,164554.78,136844.85,80546.46,90482.37,85091.76
THE CHARTRES LODGING GROUP LLC,126836.24,178803.66,143346.62,152906.86,128207.64,168303.99,119630.05,200663.19,152063.15,158711.61,160542.53
"FIRST INVESTORS FINANCIAL SERVICES, INC.",158278.22,171104.31,175315.53,150292.89,130317.03,157422.45,160292.87,130299.72,137393.82,138237.47,81952.12
SPECTRUM (CTE),220752.65,207574.38,178654.6,166065.71,246974.21,118541.22,82529.12,67075.38,82257.2,64093.69,58707.5
INNOMARK COMMUNICATIONS LLC,143056.09,180788.72,116817.12,166354.38,168993.15,168609.48,94715.21,155427.08,174830.51,150341.33,162878.19
BENEFIT ARCHITECTS,155548.59,146193.14,130812.2,129771.58,125401.66,195900.49,170324.99,159861.09,155096.29,165702.85,167100.89
LIQUOR MARKETING GROUP LTD,84603.81,162230.08,160276.57,153869.17,121338.34,166902.25,175364.4,188900.28,155363.18,172445.44,278964.72
NIET,212002.3,215806.51,134670.91,147012.45,134624.19,159769.75,113796.15,136579.14,114225.42,160790.58,119375.56
THE BEANSTALK GROUP,149837.35,165430.05,196244.5,183006.31,105853.63,146381.33,138443.78,132742.24,150497.62,172452.58,116983.96
BOSSARD NORTH AMERICA,157228.53,113369.19,162154.7,160110.8,108168.36,108459.47,143180.33,148539.34,266185.9,299702.06,311621.39
"SCHMOLZ + BICKENBACH USA, INC.",181073.53,213092.84,135317.13,157007.6,148113.89,151042.44,100631.92,142333.07,137651.34,108281.46,55553.43
"SUNERIS, INC.",175317.31,118403.98,141679.01,307182.73,157914.31,99161.44,90653.19,129667.31,145268.7,152474.82,231360.22
ABEY AUSTRALIA PTY LTD,147975.42,128219.06,119962.72,149497.77,163745.81,106963.88,205598.97,137327.13,205838.67,181722.39,157208.07
HIRE HEROES USA,63663.58,128618.41,200798.88,194818.17,127635.93,192008.92,171499.78,166078.2,119623.67,87894.65,74548.08
AUSTRALIAN RADIATION PROTECTION AND NUCLEAR SAFETY AGENCY (ARPANSA),105029.84,198637.7,143308.46,198928.31,107635.63,177982.35,154157.14,157521.21,121186.61,168020.88,159736.77
DATA CENTER SYSTEMS,149756.17,165524.09,159612.66,155508.78,138553.23,93185.77,188856.38,139405.5,173936.88,158352.98,246790.2
CRAWFORD INVESTMENT COUNSEL INC,186722.22,151996.83,112169.52,178141.01,101848,160093.03,174086.63,148946.29,149544.57,141566.33,150858.99
CONFLUENCE OUTDOOR LLC,152357.33,165588.48,151142.47,108296.19,170714.87,234677.68,184470.22,97227.12,97742.23,153712.67,149105.79
"MULTI-FINELINE ELECTRONIX, INC.",197778.45,223332.31,162527.08,163783.87,158904.54,145535.04,107579.79,87297.59,115306.95,115328.81,130213.59
QUICKMOUNT PV,141121.66,121836.01,214200.01,128683.49,122745.99,188104.49,212835.04,136764.99,94631.56,153388.12,175897.79
"WELLPARTNER, INC.",135848.48,204122.62,122433.33,120696.84,155503.26,136773.05,158484.46,153888.51,172956.37,185431.29,171700.57
FALLTECH,124755.72,121977.93,167918.33,163562.96,146354.03,141422.01,141976.22,185364.83,166219.49,187871.56,135820.12
ARCHER CAPITAL GROUP SERVICES PTY LIMITED ATF ARCHER CAPITAL GROUP SERVICES TRUST,181511.22,200505.01,291520.54,177933.3,86235.18,104592.66,90291.5,117505.61,108627.78,83734.19,128281.16
95 PERCENT GROUP_US,69186.59,67874.29,123354.34,175690.55,187773.38,134075.99,180063.12,212382.34,207956.94,158685.14,144432.7
FORTEBIO INC,133978.76,189661.73,141387.46,147846.19,126203.47,200581.83,178355.27,151515.1,85463.43,46332.18,14408.27
HOPE ENTERPRISE CORPORATION,104899.61,126782.32,150809.63,177568.32,110926.77,184324.03,153261.05,198978.48,147409.65,223853.2,260059.48
"MOUNT YALE CAPITAL GROUP, LLC",170862.57,221919.31,177486.34,164793.22,145835.58,130315.09,131169.27,96721.38,115823.32,138860.18,109363.34
"OMEGA AGROINDUSTRIAL, S.A. DE C.V.",120165.8,170232,162096.7,159458.26,126433.73,155004.93,154846.96,174506.32,131395.25,182631.88,215957.83
RULON COMPANY,132667.66,146596.82,158390.33,137285.56,139126.97,173859.51,156681.23,170654.16,138314.79,193342.99,162671.64
MOVIUS INTERACTIVE CORPORATION,161028.08,183174.18,168490.76,168206.2,131106.72,182777.42,136229.27,121140.63,101050.91,74249.57,83784.7
VIDSYS INC,106536.59,167251.28,161658.95,168318.44,140970.27,165544.3,105809.52,166332.13,170200.06,237215.13,245806.34
LEGEND PICTURES LLC,137146.28,135656.63,153691.71,143311.96,122770.33,178438.02,140710.44,164338.48,175988.26,227482.27,188548.78
